"id_individu","age","genre","niveau_etudes","langue_domicile","region","departement","milieu","commune","arrondismt","statut_emploi_principal","activite_principale","activite_secondaire","privation_revenus","activite_principale_isic_section","activite_principale_isic_libelle","activite_secondaire_isic_section","activite_secondaire_isic_libelle","radio","television","vehicule","ordinateur","telephone","internet","score_actifs","source_eau","assainissement","electricite_acces","electricite_freq","round_afrobarometer","annee_enquete","pays"
167956641,35,"Homme","Primaire incomplet",660,"Dakar",2,"Urbain",2,2,"Employé à temps partiel",6,NA,2,"O","O - Administration publique et défense",NA,NA,1,1,1,1,1,1,6,NA,1,"Oui",4,9,2022,"SEN"
167958752,25,"Homme",NA,663,"Dakar",2,"Urbain",2,2,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",2,"Oui",5,9,2022,"SEN"
167959423,40,"Femme","Primaire complet",661,"Dakar",3,"Urbain",3,17,"Employé à temps plein",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,1,0,1,1,4,"Robinet dans la cour/concession",1,"Non",NA,9,2022,"SEN"
167960692,30,"Femme","Primaire incomplet",660,"Dakar",3,"Urbain",3,17,"Inactif (ne cherche pas)",7777,NA,1,NA,NA,NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167960693,34,"Homme",NA,660,"Dakar",3,"Urbain",3,17,"Employé à temps plein",11,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167961911,24,"Femme","Secondaire incomplet",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
167961912,25,"Homme","Enseignement informel/coranique",662,"Dakar",1,"Urbain",10,32,"Chômeur (cherche un emploi)",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
167962081,40,"Homme","Primaire complet",660,"Dakar",1,"Urbain",10,32,"Employé à temps plein",NA,NA,3,NA,NA,NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167962082,38,"Femme","Enseignement informel/coranique",661,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",7777,5,2,NA,NA,"C","C - Industrie manufacturière",0,1,0,0,1,0,2,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167965851,45,"Femme",NA,662,"Dakar",2,"Urbain",2,2,"Inactif (ne cherche pas)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,0,1,0,1,1,1,4,"Robinet dans la maison",2,"Oui",5,9,2022,"SEN"
167966038,55,"Homme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,2,"Employé à temps partiel",10,NA,0,"T","T - Ménages en tant qu'employeurs",NA,NA,1,1,1,1,1,1,6,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
167966208,31,"Femme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,29,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,0,1,0,0,1,0,2,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
167966209,65,"Homme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,29,"Inactif (ne cherche pas)",3,NA,2,"A","A - Agriculture, sylviculture et pêche",NA,NA,0,1,1,1,1,0,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167968001,34,"Femme","Primaire incomplet",660,"Dakar",2,"Urbain",2,2,"Inactif (ne cherche pas)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,0,3,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167968549,51,"Homme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,29,"Employé à temps plein",NA,NA,3,NA,NA,NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167968550,20,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,29,"Inactif (ne cherche pas)",2,NA,4,NA,"Non applicable (femme au foyer)",NA,NA,0,1,1,0,1,1,4,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
167968689,36,"Femme","Secondaire incomplet",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",2,NA,4,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167968690,22,"Homme",NA,660,"Dakar",1,"Urbain",10,32,"Chômeur (cherche un emploi)",1,NA,4,NA,"Non applicable (étudiant)",NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167968811,38,"Homme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Employé à temps partiel",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
167968812,27,"Femme","Secondaire incomplet",665,"Dakar",2,"Urbain",2,NA,"Chômeur (cherche un emploi)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,1,1,1,0,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167968861,32,"Femme","Primaire complet",660,"Dakar",2,"Urbain",2,2,"Inactif (ne cherche pas)",0,NA,2,NA,"Non applicable (sans emploi)",NA,NA,0,1,0,0,1,0,2,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
167969426,39,"Homme","Aucun enseignement formel",660,"Dakar",3,"Urbain",3,17,"Employé à temps plein",6,NA,2,"O","O - Administration publique et défense",NA,NA,0,1,1,0,1,1,4,"Fontaine publique",3,"Oui",2,9,2022,"SEN"
167969452,27,"Femme","Secondaire incomplet",662,"Dakar",2,"Urbain",2,2,"Employé à temps plein",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
167969943,31,"Femme",NA,660,"Dakar",3,"Urbain",3,17,"Chômeur (cherche un emploi)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167969944,37,"Homme","Primaire complet",661,"Dakar",3,"Urbain",3,17,"Employé à temps partiel",5,NA,4,"C","C - Industrie manufacturière",NA,NA,1,1,1,1,1,0,5,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
167969956,28,"Femme","Secondaire complet",660,"Dakar",5,"Urbain",NA,29,"Chômeur (cherche un emploi)",7777,11,2,NA,NA,"G","G - Commerce; réparation d'automobiles",0,1,0,0,1,1,3,"Robinet dans la maison",2,"Oui",2,9,2022,"SEN"
167969958,55,"Homme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,29,"Inactif (ne cherche pas)",NA,NA,3,NA,NA,NA,NA,1,1,0,0,1,0,3,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167970496,30,"Femme","Primaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167970497,69,"Homme","Aucun enseignement formel",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",NA,NA,2,NA,NA,NA,NA,1,1,0,0,1,NA,NA,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167970510,67,"Homme",NA,660,"Dakar",5,"Urbain",NA,29,"Inactif (ne cherche pas)",7777,12,4,NA,NA,"F","F - Construction",1,1,0,0,1,0,3,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167970512,52,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,29,"Inactif (ne cherche pas)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,0,1,0,0,1,0,2,"Fontaine publique",3,"Oui",1,9,2022,"SEN"
167970672,30,"Homme","Primaire complet",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",NA,NA,3,NA,NA,NA,NA,0,0,1,0,1,1,3,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167970673,31,"Femme","Primaire complet",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,0,0,0,0,1,1,2,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167971233,20,"Femme","Secondaire incomplet",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",1,NA,2,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
167971234,25,"Homme","Secondaire complet",660,"Dakar",1,"Urbain",10,32,"Chômeur (cherche un emploi)",NA,NA,3,NA,NA,NA,NA,1,1,0,1,1,0,4,"Fontaine publique",3,"Oui",5,9,2022,"SEN"
167971937,39,"Femme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,23,"Inactif (ne cherche pas)",5,NA,4,"C","C - Industrie manufacturière",NA,NA,1,1,1,0,1,1,5,"Fontaine publique",3,"Oui",2,9,2022,"SEN"
167972039,33,"Femme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,23,"Inactif (ne cherche pas)",0,NA,4,NA,"Non applicable (sans emploi)",NA,NA,1,1,0,0,1,0,3,"Fontaine publique",3,"Oui",4,9,2022,"SEN"
167972126,27,"Femme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,23,"Employé à temps partiel",6,NA,3,"O","O - Administration publique et défense",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
167972294,37,"Femme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,23,"Chômeur (cherche un emploi)",4,NA,4,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
167973248,21,"Femme","Secondaire incomplet",663,"Dakar",2,"Urbain",2,NA,"Chômeur (cherche un emploi)",11,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167980066,29,"Femme","Secondaire incomplet",665,"Dakar",3,"Urbain",3,17,"Chômeur (cherche un emploi)",2,NA,0,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
167980067,42,"Homme","Primaire incomplet",661,"Dakar",3,"Urbain",3,17,"Employé à temps plein",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
167996085,60,"Homme",NA,2,"Dakar",2,"Urbain",2,NA,"Employé à temps partiel",10,NA,0,"T","T - Ménages en tant qu'employeurs",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
167997740,35,"Femme","Primaire complet",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
167998556,47,"Homme","Primaire complet",660,"Dakar",5,"Urbain",NA,23,"Inactif (ne cherche pas)",3,NA,3,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,0,1,1,NA,NA,"Robinet dans la cour/concession",3,"Oui",2,9,2022,"SEN"
167998903,52,"Homme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,23,"Inactif (ne cherche pas)",3,NA,2,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,1,1,1,0,5,"Fontaine publique",3,"Non",NA,9,2022,"SEN"
167999067,62,"Homme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,23,"Employé à temps partiel",6,NA,2,"O","O - Administration publique et défense",NA,NA,1,1,1,1,1,1,6,"Fontaine publique",1,"Oui",4,9,2022,"SEN"
167999276,65,"Homme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,23,"Inactif (ne cherche pas)",7777,NA,4,NA,NA,NA,NA,0,1,1,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168006437,44,"Homme","Primaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Chômeur (cherche un emploi)",3,NA,4,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,0,0,0,1,0,2,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168006455,30,"Femme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,0,1,0,0,1,0,2,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168006584,32,"Homme",NA,2,"Dakar",2,"Urbain",2,NA,"Chômeur (cherche un emploi)",6,NA,3,"O","O - Administration publique et défense",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",2,"Oui",4,9,2022,"SEN"
168007740,37,"Femme","Secondaire incomplet",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168007741,60,"Homme","Primaire complet",660,"Dakar",1,"Urbain",10,32,"Chômeur (cherche un emploi)",6,NA,4,"O","O - Administration publique et défense",NA,NA,0,1,0,0,1,1,3,"Fontaine publique",3,"Oui",5,9,2022,"SEN"
168007848,33,"Femme","Secondaire incomplet",660,"Dakar",1,"Urbain",10,32,"Chômeur (cherche un emploi)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,0,0,0,1,0,2,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168007849,50,"Homme","Secondaire complet",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168008062,33,"Femme","Primaire complet",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",5,NA,2,"C","C - Industrie manufacturière",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168008063,36,"Homme","Enseignement informel/coranique",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",NA,NA,0,NA,NA,NA,NA,0,0,0,1,1,1,3,"Robinet dans la cour/concession",2,"Oui",4,9,2022,"SEN"
168008507,50,"Homme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,26,"Inactif (ne cherche pas)",7777,6,4,NA,NA,"O","O - Administration publique et défense",0,1,0,0,1,0,2,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168008508,37,"Femme",NA,660,"Dakar",5,"Urbain",NA,26,"Employé à temps plein",11,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,NA,NA,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168009315,41,"Homme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,26,"Chômeur (cherche un emploi)",NA,NA,3,NA,NA,NA,NA,1,1,0,0,1,0,3,"Robinet dans la cour/concession",2,"Oui",4,9,2022,"SEN"
168009316,18,"Femme","Secondaire incomplet",662,"Dakar",5,"Urbain",NA,26,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,1,1,0,1,1,0,4,"Robinet dans la maison",2,"Oui",4,9,2022,"SEN"
168009738,67,"Femme","Primaire incomplet",660,"Dakar",1,"Urbain",10,32,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,0,0,1,1,4,"Robinet dans la cour/concession",1,"Oui",5,9,2022,"SEN"
168009739,39,"Homme","Primaire incomplet",660,"Dakar",1,"Urbain",10,32,"Chômeur (cherche un emploi)",11,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168010265,40,"Homme","Enseignement informel/coranique",661,"Dakar",5,"Urbain",NA,26,"Chômeur (cherche un emploi)",NA,NA,3,NA,NA,NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168010266,21,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,26,"Chômeur (cherche un emploi)",1,NA,0,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168010609,29,"Femme","Post-secondaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Employé à temps plein",11,NA,0,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168010834,62,"Homme","Enseignement informel/coranique",661,"Dakar",5,"Urbain",NA,26,"Inactif (ne cherche pas)",5,NA,4,"C","C - Industrie manufacturière",NA,NA,0,1,0,0,1,0,2,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168010835,24,"Femme",NA,2,"Dakar",5,"Urbain",NA,26,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,0,1,0,0,1,0,2,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168012983,33,"Femme","Primaire incomplet",661,"Dakar",3,"Urbain",3,16,"Inactif (ne cherche pas)",2,NA,1,NA,"Non applicable (femme au foyer)",NA,NA,0,1,0,1,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168012984,26,"Homme","Secondaire incomplet",660,"Dakar",3,"Urbain",3,16,"Employé à temps plein",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168015445,55,"Homme","Enseignement informel/coranique",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",3,NA,0,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,1,1,1,0,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168017591,73,"Homme",NA,660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",7777,11,0,NA,NA,"G","G - Commerce; réparation d'automobiles",1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168017592,48,"Femme","Enseignement informel/coranique",661,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",2,"Oui",5,9,2022,"SEN"
168017722,80,"Homme",NA,660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",7777,12,0,NA,NA,"F","F - Construction",1,1,0,0,1,0,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168017723,29,"Femme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Employé à temps partiel",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168018054,35,"Femme",NA,660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",4,NA,1,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168018055,44,"Homme",NA,660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",4,NA,0,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168018344,19,"Homme","Secondaire incomplet",664,"Dakar",2,"Urbain",2,2,"Chômeur (cherche un emploi)",0,NA,4,NA,"Non applicable (sans emploi)",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168019122,30,"Homme","Primaire complet",661,"Dakar",2,"Urbain",2,12,"Chômeur (cherche un emploi)",5,NA,2,"C","C - Industrie manufacturière",NA,NA,1,1,1,1,1,NA,NA,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168019157,24,"Homme",NA,660,"Dakar",2,"Urbain",2,12,"Employé à temps partiel",NA,NA,3,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168019229,19,"Femme","Secondaire incomplet",660,"Dakar",4,"Urbain",4,19,"Inactif (ne cherche pas)",1,NA,0,NA,"Non applicable (étudiant)",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168019320,40,"Homme",NA,660,"Dakar",2,"Urbain",2,12,"Employé à temps plein",NA,NA,0,NA,NA,NA,NA,1,1,1,1,1,1,6,"Fontaine publique",3,"Oui",5,9,2022,"SEN"
168019333,35,"Femme",NA,661,"Dakar",4,"Urbain",4,19,"Employé à temps plein",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168019583,37,"Femme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,12,"Inactif (ne cherche pas)",5,NA,2,"C","C - Industrie manufacturière",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168019822,50,"Femme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Employé à temps plein",11,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168019823,61,"Homme","Primaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Employé à temps partiel",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,NA,NA,"Robinet dans la maison",1,"Oui",3,9,2022,"SEN"
168023727,25,"Femme","Primaire incomplet",661,"Dakar",4,"Urbain",4,19,"Inactif (ne cherche pas)",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168024170,30,"Femme","Aucun enseignement formel",662,"Dakar",4,"Urbain",4,19,"Employé à temps plein",NA,NA,4,NA,NA,NA,NA,1,1,0,0,1,0,3,"Fontaine publique",3,"Non",NA,9,2022,"SEN"
168024465,50,"Femme","Aucun enseignement formel",660,"Dakar",3,"Urbain",3,16,"Employé à temps plein",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,0,0,1,NA,NA,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168024466,38,"Homme",NA,660,"Dakar",3,"Urbain",3,16,"Employé à temps plein",12,NA,0,"F","F - Construction",NA,NA,1,1,1,1,1,1,6,"Robinet dans la cour/concession",1,"Oui",5,9,2022,"SEN"
168051142,43,"Femme","Primaire complet",660,"Dakar",2,"Urbain",2,12,"Chômeur (cherche un emploi)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",3,"Oui",2,9,2022,"SEN"
168053311,24,"Homme",NA,660,"Dakar",2,"Urbain",2,12,"Chômeur (cherche un emploi)",NA,NA,2,NA,NA,NA,NA,0,1,0,1,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168054643,28,"Femme","Primaire incomplet",660,"Dakar",2,"Urbain",2,12,"Inactif (ne cherche pas)",5,NA,0,"C","C - Industrie manufacturière",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168055162,23,"Femme","Secondaire complet",660,"Dakar",2,"Urbain",2,5,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168055163,33,"Homme",NA,661,"Dakar",2,"Urbain",2,5,"Employé à temps partiel",NA,NA,1,NA,NA,NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168055298,49,"Femme","Primaire incomplet",661,"Dakar",2,"Urbain",2,5,"Chômeur (cherche un emploi)",0,NA,2,NA,"Non applicable (sans emploi)",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168055299,42,"Homme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,5,"Chômeur (cherche un emploi)",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168057575,58,"Femme","Enseignement informel/coranique",660,"Dakar",3,"Urbain",3,18,"Inactif (ne cherche pas)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168057656,42,"Homme","Secondaire complet",660,"Dakar",3,"Urbain",3,18,"Chômeur (cherche un emploi)",NA,NA,3,NA,NA,NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168059708,72,"Homme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,28,"Inactif (ne cherche pas)",7777,10,4,NA,NA,"T","T - Ménages en tant qu'employeurs",0,1,0,0,1,0,2,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168059709,26,"Femme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,28,"Inactif (ne cherche pas)",4,NA,4,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,0,0,1,0,2,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168059728,25,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,28,"Chômeur (cherche un emploi)",1,NA,0,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168059729,40,"Homme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,28,"Inactif (ne cherche pas)",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168062202,48,"Femme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,28,"Employé à temps plein",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",3,9,2022,"SEN"
168062203,33,"Homme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,28,"Chômeur (cherche un emploi)",NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168062460,44,"Femme","Primaire complet",660,"Dakar",2,"Urbain",2,5,"Inactif (ne cherche pas)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168062501,31,"Homme","Primaire incomplet",660,"Dakar",2,"Urbain",2,5,"Chômeur (cherche un emploi)",0,NA,4,NA,"Non applicable (sans emploi)",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168062574,50,"Homme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,5,"Inactif (ne cherche pas)",6,NA,2,"O","O - Administration publique et défense",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
