"id_individu","rep_age","rep_genre","rep_niveau_etudes","rep_langue_domicile","region","departement","milieu","commune","arrondismt","source_eau","assainissement","electricite_acces","electricite_freq","manque_nourriture","manque_eau","manque_soins","manque_combustible","manque_revenus","prive_manque_nourriture","prive_manque_eau","prive_manque_soins","prive_manque_combustible","prive_manque_revenus","indice_privation","groupe_privation","round_afrobarometer","annee_enquete","pays","poids"
168240549,27,"Femme","Enseignement informel/coranique",661,"Dakar",4,"Urbain",4,20,"Robinet dans la maison",1,"Oui",4,2,3,3,3,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168240574,23,"Homme",NA,660,"Dakar",4,"Urbain",4,19,"Robinet dans la maison",1,"Oui",5,0,1,0,0,3,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168245766,28,"Femme","Post-secondaire incomplet",662,"Thiès",40,"Rural",77,108,"Robinet dans la cour/concession",2,"Oui",4,3,1,0,2,2,1,0,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168245777,19,"Homme","Secondaire incomplet",660,"Thiès",40,"Rural",77,108,"Robinet dans la cour/concession",2,"Oui",5,3,0,2,2,3,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168245909,49,"Homme","Enseignement informel/coranique",661,"Thiès",40,"Rural",77,108,"Robinet dans la cour/concession",1,"Oui",4,0,2,2,2,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168245910,32,"Femme","Aucun enseignement formel",662,"Thiès",40,"Rural",77,108,"Robinet dans la maison",1,"Oui",4,0,0,2,2,3,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168246639,64,"Homme","Primaire complet",660,"Thiès",40,"Rural",77,108,"Robinet dans la maison",1,"Oui",4,0,1,2,2,2,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168246640,45,"Femme","Aucun enseignement formel",660,"Thiès",40,"Rural",77,108,"Robinet dans la maison",1,"Oui",5,3,2,2,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168247116,63,"Femme","Aucun enseignement formel",662,"Thiès",40,"Rural",77,108,"Robinet dans la cour/concession",1,"Oui",4,0,0,3,0,3,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168247117,41,"Homme","Enseignement informel/coranique",662,"Thiès",40,"Rural",77,108,"Robinet dans la cour/concession",1,"Oui",2,0,4,2,3,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168251057,59,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,25,"Robinet dans la maison",1,"Oui",2,0,0,2,2,2,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168251058,47,"Homme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,25,"Robinet dans la maison",1,"Oui",5,0,2,0,0,2,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168251059,47,"Homme","Enseignement informel/coranique",661,"Dakar",5,"Urbain",NA,27,"Robinet dans la maison",1,"Oui",4,0,3,2,1,3,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168251060,42,"Femme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,27,"Fontaine publique",3,"Oui",4,1,2,3,2,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168252440,55,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,25,"Robinet dans la maison",1,"Oui",1,2,3,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168252441,35,"Femme","Primaire complet",662,"Dakar",5,"Urbain",NA,27,"Robinet dans la maison",1,"Oui",2,3,2,3,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168252442,67,"Homme","Secondaire incomplet",667,"Dakar",5,"Urbain",NA,27,"Robinet dans la maison",1,"Oui",4,0,2,2,2,4,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168254446,19,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,25,"Fontaine publique",3,"Oui",2,3,0,2,0,2,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168254448,28,"Homme",NA,665,"Dakar",5,"Urbain",NA,27,"Robinet dans la maison",1,"Oui",4,2,2,2,2,2,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168254449,21,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,27,"Robinet dans la maison",1,"Oui",3,2,0,3,2,3,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168256007,24,"Homme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,25,"Robinet dans la cour/concession",2,"Oui",5,2,1,3,1,3,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168256008,40,"Homme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,27,"Robinet dans la cour/concession",1,"Oui",5,3,1,1,0,4,1,0,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168256009,58,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,27,"Robinet dans la maison",1,"Oui",5,0,0,0,0,3,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168257616,21,"Femme","Primaire complet",660,"Louga",26,"Rural",47,77,"Puits protégé",2,"Oui",4,0,1,2,2,1,0,0,1,1,0,2,"Privation modérée (2 types)",9,2022,"SEN",1
168257617,20,"Homme","Secondaire incomplet",660,"Louga",26,"Rural",47,77,"Fontaine publique",3,"Oui",4,1,0,1,2,2,0,0,0,1,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168257761,32,"Homme","Primaire incomplet",660,"Louga",26,"Rural",47,77,"Fontaine publique",1,"Non",NA,2,0,0,2,2,1,0,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168257762,28,"Femme","Aucun enseignement formel",660,"Louga",26,"Rural",47,77,"Fontaine publique",3,"Non",NA,0,3,0,2,2,0,1,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168258252,30,"Femme","Enseignement informel/coranique",660,"Louga",26,"Rural",47,77,"Robinet dans la maison",1,"Non",NA,1,2,3,3,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168258253,70,"Homme","Enseignement informel/coranique",660,"Louga",26,"Rural",47,77,"Robinet dans la maison",1,"Oui",5,0,4,0,1,1,0,1,0,0,0,1,"Privation légère (1 type)",9,2022,"SEN",1
168258382,34,"Homme",NA,666,"Dakar",4,"Urbain",4,19,"Robinet dans la maison",1,"Oui",5,0,3,0,0,0,0,1,0,0,0,1,"Privation légère (1 type)",9,2022,"SEN",1
168258726,70,"Femme","Aucun enseignement formel",660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la cour/concession",2,"Oui",4,0,2,2,0,2,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168258727,23,"Homme","Primaire complet",660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la cour/concession",2,"Oui",5,0,0,1,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168259143,64,"Homme","Primaire complet",662,"Thiès",40,"Rural",75,106,"Robinet dans la cour/concession",1,"Non",NA,0,3,3,3,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168259144,55,"Femme","Aucun enseignement formel",662,"Thiès",40,"Rural",75,106,"Source/rivière",3,"Non",NA,2,4,4,4,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168259149,45,"Homme","Secondaire complet",660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la maison",2,"Oui",5,2,1,2,0,3,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168259150,61,"Femme","Primaire complet",660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la maison",2,"Oui",3,2,3,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168259548,37,"Homme",NA,660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la cour/concession",2,"Oui",1,0,0,2,0,3,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168259581,30,"Femme","Secondaire incomplet",660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la maison",1,"Oui",2,3,2,3,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168259667,57,"Homme","Aucun enseignement formel",662,"Thiès",40,"Rural",75,106,"Source/rivière",3,"Non",NA,2,4,4,4,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168259668,34,"Femme","Enseignement informel/coranique",662,"Thiès",40,"Rural",75,106,"Source/rivière",3,"Non",NA,4,4,4,4,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168260369,25,"Homme","Aucun enseignement formel",662,"Thiès",40,"Rural",75,106,"Source/rivière",3,"Non",NA,2,3,2,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168260370,35,"Femme","Secondaire incomplet",662,"Thiès",40,"Rural",75,106,"Puits non protégé",3,"Non",NA,2,3,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168260404,18,"Femme","Secondaire incomplet",662,"Thiès",40,"Rural",75,106,"Source/rivière",3,"Non",NA,2,3,0,2,2,1,1,0,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168260553,57,"Femme","Secondaire complet",660,"Dakar",3,"Urbain",3,16,"Robinet dans la maison",1,"Oui",4,0,2,0,0,2,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168260554,53,"Homme","Primaire complet",666,"Dakar",3,"Urbain",3,16,"Robinet dans la maison",1,"Oui",5,0,0,2,1,3,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168260752,18,"Homme","Secondaire incomplet",662,"Thiès",40,"Rural",75,106,"Source/rivière",3,"Non",NA,0,4,0,0,2,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168260989,35,"Femme","Primaire incomplet",2,"Dakar",4,"Urbain",5,20,"Robinet dans la cour/concession",2,"Oui",2,3,1,3,2,3,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168260990,22,"Homme",NA,660,"Dakar",4,"Urbain",5,20,"Robinet dans la maison",1,"Oui",1,1,2,2,0,2,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168261580,35,"Femme","Aucun enseignement formel",660,"Louga",26,"Rural",47,77,"Robinet dans la maison",1,"Oui",5,1,4,2,2,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168261581,19,"Homme","Primaire incomplet",660,"Louga",26,"Rural",47,77,"Robinet dans la maison",1,"Oui",5,2,2,2,1,2,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168262396,19,"Femme","Secondaire incomplet",660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la maison",1,"Oui",3,1,0,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168262397,55,"Homme","Secondaire incomplet",660,"Kaffrine",13,"Urbain",28,53,"Robinet dans la maison",1,"Oui",4,0,0,3,0,3,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168262765,55,"Femme",NA,660,"Dakar",4,"Urbain",4,19,"Robinet dans la maison",2,"Oui",4,0,0,0,0,0,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168262774,70,"Homme","Secondaire complet",660,"Dakar",4,"Urbain",5,20,"Robinet dans la maison",1,"Oui",3,0,4,2,2,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168262785,33,"Femme","Enseignement informel/coranique",660,"Dakar",4,"Urbain",5,20,"Robinet dans la cour/concession",2,"Oui",4,0,2,0,2,3,0,1,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168283486,58,"Femme","Aucun enseignement formel",666,"Dakar",3,"Urbain",3,16,"Robinet dans la maison",1,"Oui",4,2,2,2,2,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168284376,48,"Homme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Puits protégé",3,"Non",NA,0,2,3,0,4,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168287082,19,"Femme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Robinet dans la maison",1,"Non",NA,2,2,2,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168287549,30,"Femme","Secondaire incomplet",660,"Thiès",40,"Urbain",84,117,"Robinet dans la cour/concession",2,"Oui",5,0,0,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168287586,18,"Homme","Secondaire incomplet",660,"Thiès",40,"Urbain",84,117,"Robinet dans la cour/concession",2,"Oui",5,0,0,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168287695,68,"Femme","Primaire complet",660,"Thiès",40,"Urbain",84,117,"Robinet dans la maison",1,"Oui",4,0,1,1,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168287696,46,"Homme","Secondaire complet",660,"Thiès",40,"Urbain",84,117,"Robinet dans la maison",1,"Oui",4,0,0,0,0,0,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168287740,66,"Homme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Robinet dans la cour/concession",3,"Oui",3,0,2,3,0,3,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168287741,36,"Femme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Robinet dans la cour/concession",1,"Oui",3,0,0,3,0,2,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168288515,51,"Homme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Robinet dans la cour/concession",2,"Oui",3,2,3,2,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168288548,63,"Femme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Robinet dans la cour/concession",2,"Oui",3,3,2,3,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168288692,58,"Femme","Primaire incomplet",660,"Thiès",40,"Urbain",84,117,"Robinet dans la maison",1,"Oui",5,0,0,0,0,3,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168288693,35,"Homme","Post-secondaire incomplet",660,"Thiès",40,"Urbain",84,117,"Robinet dans la maison",1,"Oui",5,0,0,2,0,2,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168290452,89,"Homme","Primaire incomplet",660,"Thiès",40,"Urbain",84,117,"Robinet dans la maison",1,"Oui",4,2,2,2,2,2,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168290453,45,"Femme",NA,660,"Thiès",40,"Urbain",84,117,"Robinet dans la maison",1,"Oui",2,3,4,3,3,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168290555,50,"Femme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,50,"Robinet dans la maison",1,"Oui",4,0,0,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168290556,56,"Homme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,50,"Robinet dans la maison",1,"Oui",4,0,0,0,0,0,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168293920,53,"Femme","Aucun enseignement formel",661,"Louga",25,"Rural",45,75,"Puits protégé",3,"Non",NA,2,4,3,0,2,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168293921,39,"Homme","Aucun enseignement formel",661,"Louga",25,"Rural",45,75,"Puits protégé",3,"Non",NA,2,1,0,3,3,1,0,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168295540,19,"Homme","Secondaire incomplet",661,"Louga",25,"Rural",45,75,"Robinet dans la maison",3,"Non",NA,3,2,2,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168295541,48,"Femme","Aucun enseignement formel",661,"Louga",25,"Rural",45,75,"Fontaine publique",1,"Non",NA,2,1,2,0,3,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168295598,53,"Homme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,49,"Robinet dans la cour/concession",2,"Non",NA,0,2,3,0,3,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168296309,46,"Homme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,49,"Robinet dans la maison",1,"Non",NA,2,0,2,2,2,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168297412,80,"Homme","Secondaire complet",660,"Louga",25,"Rural",45,75,"Robinet dans la maison",1,"Oui",2,1,3,1,0,3,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168297413,25,"Femme","Enseignement informel/coranique",660,"Louga",25,"Rural",45,75,"Robinet dans la maison",2,"Oui",2,0,2,2,0,0,0,1,1,0,0,2,"Privation modérée (2 types)",9,2022,"SEN",1
168297452,33,"Homme","Secondaire incomplet",660,"Louga",25,"Rural",45,75,"Robinet dans la maison",1,"Oui",3,2,3,4,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168297453,32,"Femme","Primaire incomplet",660,"Louga",25,"Rural",45,75,"Robinet dans la maison",1,"Oui",4,2,3,2,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168300925,25,"Homme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,49,"Robinet dans la cour/concession",2,"Non",NA,3,2,2,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168300926,30,"Femme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,49,"Fontaine publique",3,"Non",NA,3,3,4,1,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168300967,20,"Femme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,49,"Puits non protégé",3,"Non",NA,2,3,3,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168301028,35,"Femme","Aucun enseignement formel",661,"Kaffrine",13,"Rural",25,49,"Robinet dans la maison",1,"Non",NA,3,3,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168301040,47,"Homme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,49,"Robinet dans la maison",1,"Non",NA,0,3,3,0,4,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168301257,45,"Femme","Enseignement informel/coranique",660,"Kaffrine",13,"Rural",25,49,"Puits non protégé",3,"Non",NA,0,2,3,0,4,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168301406,40,"Homme","Enseignement informel/coranique",661,"Thiès",40,"Urbain",83,116,"Robinet dans la maison",1,"Oui",4,0,2,1,0,2,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168301424,23,"Femme","Primaire complet",662,"Thiès",40,"Urbain",83,116,"Robinet dans la maison",1,"Oui",4,0,2,1,0,3,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168301473,30,"Femme","Secondaire incomplet",660,"Thiès",40,"Urbain",83,116,"Robinet dans la cour/concession",1,"Oui",2,3,3,2,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168301474,50,"Homme","Primaire incomplet",661,"Thiès",40,"Urbain",83,116,"Robinet dans la maison",3,"Oui",2,2,0,2,2,2,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168301716,64,"Homme","Enseignement informel/coranique",660,"Louga",26,"Rural",46,76,"Robinet dans la maison",1,"Oui",2,1,3,2,3,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168301717,40,"Femme","Aucun enseignement formel",660,"Louga",26,"Rural",46,76,"Robinet dans la maison",1,"Oui",4,0,2,3,2,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168303348,66,"Femme","Aucun enseignement formel",661,"Louga",26,"Rural",46,76,"Robinet dans la maison",3,"Oui",4,4,4,4,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168303349,74,"Homme","Enseignement informel/coranique",661,"Louga",26,"Rural",46,76,"Puits protégé",3,"Oui",4,0,4,2,2,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168304081,55,"Homme","Aucun enseignement formel",661,"Louga",26,"Rural",46,76,"Fontaine publique",3,"Oui",4,1,3,2,3,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168304082,18,"Femme","Secondaire incomplet",661,"Louga",26,"Rural",46,76,"Puits non protégé",3,"Oui",4,0,0,2,2,2,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168304457,57,"Homme","Primaire complet",661,"Thiès",40,"Urbain",83,116,"Robinet dans la maison",1,"Oui",5,0,1,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168304458,53,"Femme","Aucun enseignement formel",660,"Thiès",40,"Urbain",83,116,"Robinet dans la maison",1,"Oui",5,2,2,2,2,2,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168304480,25,"Femme","Secondaire incomplet",660,"Thiès",40,"Urbain",83,116,"Fontaine publique",3,"Non",NA,2,4,2,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168304481,18,"Homme","Secondaire incomplet",662,"Thiès",40,"Urbain",83,116,"Puits non protégé",3,"Oui",3,1,3,0,0,2,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168309241,75,"Homme","Enseignement informel/coranique",660,"Louga",25,"Rural",45,74,"Robinet dans la cour/concession",1,"Non",NA,2,3,3,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168309242,50,"Femme","Aucun enseignement formel",660,"Louga",25,"Rural",45,74,"Robinet dans la maison",1,"Non",NA,2,2,3,2,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168310277,37,"Homme","Aucun enseignement formel",661,"Louga",25,"Rural",45,74,"Puits protégé",3,"Non",NA,2,0,2,0,2,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168310278,28,"Femme","Secondaire incomplet",661,"Louga",25,"Rural",45,74,"Puits protégé",3,"Non",NA,2,2,3,0,2,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168312820,56,"Femme","Aucun enseignement formel",661,"Louga",25,"Rural",45,74,"Robinet dans la maison",1,"Non",NA,2,2,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168312821,23,"Homme","Aucun enseignement formel",661,"Louga",25,"Rural",45,74,"Robinet dans la maison",3,"Non",NA,2,1,3,2,2,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168314111,52,"Homme","Enseignement informel/coranique",661,"Louga",25,"Rural",45,74,"Puits protégé",3,"Non",NA,1,0,2,2,2,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168314112,45,"Femme","Enseignement informel/coranique",661,"Louga",25,"Rural",45,74,"Puits protégé",3,"Non",NA,0,0,0,0,0,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168323736,38,"Homme","Aucun enseignement formel",660,"Louga",26,"Rural",46,76,"Puits protégé",3,"Oui",5,2,3,2,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168323737,30,"Femme","Secondaire incomplet",661,"Louga",26,"Rural",46,76,"Puits non protégé",3,"Oui",5,2,4,2,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168327146,22,"Femme","Secondaire incomplet",660,"Kaffrine",12,"Rural",24,48,"Robinet dans la maison",2,"Oui",2,0,2,0,0,2,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168327161,66,"Homme","Enseignement informel/coranique",660,"Kaffrine",12,"Rural",24,48,"Robinet dans la maison",1,"Oui",2,2,2,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168327468,25,"Homme","Enseignement informel/coranique",660,"Kaffrine",12,"Rural",24,48,"Robinet dans la cour/concession",1,"Oui",4,0,2,1,0,2,0,1,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168327469,41,"Femme","Aucun enseignement formel",660,"Kaffrine",12,"Rural",24,48,"Robinet dans la maison",1,"Oui",5,0,0,2,0,2,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168328540,58,"Homme","Secondaire incomplet",660,"Kaffrine",12,"Rural",24,48,"Robinet dans la maison",1,"Oui",4,2,2,2,2,2,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168328541,30,"Femme","Primaire incomplet",661,"Kaffrine",12,"Rural",24,48,"Robinet dans la maison",1,"Non",NA,1,3,3,3,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168329275,47,"Femme","Aucun enseignement formel",660,"Kaffrine",12,"Rural",24,48,"Robinet dans la cour/concession",2,"Oui",4,3,3,3,1,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168329276,58,"Homme","Enseignement informel/coranique",660,"Kaffrine",12,"Rural",24,48,"Fontaine publique",3,"Oui",3,3,2,3,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168329290,43,"Homme","Primaire complet",660,"Dakar",4,"Urbain",4,19,"Robinet dans la maison",1,"Oui",5,2,2,0,0,4,1,1,0,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168330226,52,"Homme","Secondaire complet",660,"Dakar",3,"Urbain",3,16,"Robinet dans la maison",1,"Oui",1,2,1,2,1,2,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168330301,74,"Homme","Primaire incomplet",2,"Kolda",23,"Rural",39,68,"Source/rivière",3,"Non",NA,2,3,0,1,3,1,1,0,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168330302,27,"Femme","Secondaire incomplet",660,"Kolda",23,"Rural",39,68,"Source/rivière",3,"Non",NA,2,0,2,2,3,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168330711,50,"Homme","Enseignement informel/coranique",661,"Thiès",40,"Rural",76,107,"Fontaine publique",3,"Oui",5,2,3,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168330712,62,"Femme","Aucun enseignement formel",661,"Thiès",40,"Rural",76,107,"Source/rivière",3,"Oui",5,2,3,3,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168330714,50,"Homme","Primaire complet",662,"Thiès",40,"Rural",76,107,"Robinet dans la cour/concession",1,"Oui",4,0,2,2,0,2,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
